00598	1578083	Gajsek	Stanko	0100000
00599	1578339	Marolt	Janez	0000010
00602	1578595	Marin	Marko	0000010
00603	1578851	BELIC	AVGUST	1000000
00604	1579107	PERME	ALOJZ	0100000
00605	1579363	Premk-Grum	Tatjana-Amalija	0000010
00607	1579875	Stergarsek	Sonja	0000010
00608	1580131	Visocnik	Vera	0000010
00609	1580387	Golob	Joze	0100000
00610	1580643	COPIC	JELISAVA	1000000
00611	1580899	BOSTJANCIC	JOZE	0100000
00612	1581155	HUDOKLIN-SIMAGA	VIDA	1000000
00613	1581411	Kokalj	Franc	0000010
00616	1581667	TRESKA	BRANKO	1000000
00618	1581923	MRZEL	JURIJ	1000000
00621	1582179	KOSIĆ	DRAGAN	0100000
00623	1582435	Osojnik	Andreja	0100000
00624	1582691	Sturm	Joze	0000100
00625	1582947	Strel	Janko	0000100
00626	1583203	Petrovic	Kresimir	0000100
00627	1583459	RUPRET	FRANC	1000000
00628	1583715	KOCEVAR	FRANJO	1000000
00629	1583971	Kirn	Andrej	0000100
00631	1584227	VERBOVSEK	VLADIMIR	1000000
00634	1584483	SIFTAR	JOZE	1000000
00635	1584739	GERL	FRIDERIK	1000000
00636	1584995	PAVLOVIC	MILUTIN	0000100
00637	1585251	ELSNER	BRANKO	1000000
00640	1585507	AGREZ	FRANC	0000100
00641	1585763	SELIGER	MATIJA	1000000
00643	1586019	Kaker	Henrik	0100000
00644	22634083	SINKO	BRANIMIR	1000000
00645	1586275	SKERLJ	JOZE	1000000
00647	1586531	CUDEN	JOZE	1000000
00649	1586787	BOLTA	ALOJZIJ	1000000
00651	1587043	EXEL	NEZA	1000000
00652	1587299	MALI	EDVARD	1000000
00653	1587555	Tercelj	Stane	0100000
00654	1587811	Tomazevic	Miha	0100000
00655	1588067	Vecko Pirtovsek	Tatjana	0100000
00658	98771299	VRECKO	MAKS	1000000
00659	132158563	OMERZU-WILDMAN	REGINA	1000000
00660	1588579	Tavcar	Boris	0001000
00662	1588835	Juhart	Ales	0100000
00663	1589091	Simoniti	Iztok	0000100
00665	1589347	KREMZAR	BALDOMIR	1000000
00666	1589603	STERN	FRANC	0100000
00667	1589859	Soba	Jurij	0100000
00668	1590115	Skaza	Branko	1000000
00671	1590371	Munih	Pavel	0100000
00675	1590627	KREGAR	MATIJA-MITJA	1000000
00676	1590883	Rosina	Mitja	1000000
00677	1591139	GOSAR	PETER	1000000
00678	1591395	Cvelbar	Franc	1000000
00679	1591651	JAMNIK	DARKO	1000000
00680	1591907	Ogrizek	Dusan	0100000
00681	278018403	Kosec	Borislav	0100000
00684	1592163	Natek	Milan	1000000
00685	1592419	SIFRER	MILAN	0000010
00686	1592675	JESSE	STANISLAV	1000000
00687	1592931	LEBEN	FRANC	0000010
00690	1593187	PALMA	MARUSA	1000000
00691	1593443	Cokl	Andrej	1000000
00692	1593699	Boegel-Dodic	Metka	0000010
00693	1593955	BRODAR	VIDA	1000000
00694	1594211	KOSIR	MARTIN	1000000
00695	1594467	Druskovic	Blanka	1000000
00696	1594723	Povz	Meta	1000000
00697	1594979	Cankar	Gabrijela	0000100
00700	1595235	MAVEC	PAVLA	1000000
00701	44944483	KLANJSCEK	GOJMIR	1000000
00702	1595491	Budihna	Marjan	0010000
00705	1595747	Auersperg	Marija	0010000
00706	1596003	HABIC	MARKO	0010000
00707	1596259	DEBEVEC	MIHA	0010000
00708	1596515	KOCIJAN	ANDREJ	0010000
00709	1596771	SUMI-KRIZNIK	TATJANA	1000000
00710	1597027	KUHELJ	JANEZ	0010000
00711	1597283	Hrncic	Vladimir	0100000
00712	1597539	Skrk	Janez	0010000
00716	1597795	Kranjec	Marko	0000100
00717	1598051	LOGAR	FRANCISKA	0000100
00718	1598307	MENCEJ	MAJDA	1000000
00719	1598563	PETOVAR	STANKO	1000000
00721	1598819	Pfajfar	Lovrenc	0000100
00722	1599075	POTOCNIK	MARIJA	1000000
00723	1599331	VUJCIC	VILKO	1000000
00724	1599587	Vrabec	Joze	1000000
00725	1599843	Petek	Peter	1000000
00726	1600099	KRIZANIC	FRANC	1000000
00727	1600355	Vencelj	Marija	1000100
00728	1600611	HRZIC	MAJDA	1000000
00729	1600867	Feigel	Miklavz	0100000
00730	1601123	PROSEN	MARIJAN	1000000
00731	1601379	RANZINGER	PAVLA	1000000
00732	1601635	Gontarev	Vasilij	1100000
00733	1601891	Kolenko	Tomaz	0100000
00734	1602147	Pirc	Simon	1000000
00735	1602403	Smolej	Anton	0100000
00736	1602659	STRMOLE	DRAGICA	1000000
00737	1602915	Todorović	Ranko	0100000
00738	1603171	Trbizan	Milan	0100000
00739	1603427	Turk	Radomir	0100000
00741	1603683	Breskvar	Bojan	0100000
00744	1604195	BRIFAH	ROMAN	1000000
00745	1604451	Krajnc	Uros	0100000
00746	1604707	GNIDOVEC	DUSAN	0100000
00747	1604963	Presern	Vasilij	0100000
00748	1605219	ROZMAN	SILVESTER	1000000
00749	1605475	JAGER	RUZA	1000000
00750	321145443	HOHNJEC	MILIVOJ	1000000
00751	1605731	Cetin	Janez	0100000
00755	1605987	Lovrecic Sarazin	Marko	1100000
00756	1606243	FERJAN	MARJAN	1000000
00757	1606499	Vukovic	Aleksander	1000000
00758	1606755	KERZAN	IGOR	1000000
00759	1607011	SUMI	JANEZ	1000000
00760	1607267	VIDERGAR	FRANC	0100000
00762	1607523	Pohar	Vida	1000000
00763	1607779	CIZMAN	VINCENC	1000000
00764	1608035	DUHOVNIK	JOZE	1000000
00765	1608291	GRAFENAUER	STANKO	1000000
00766	1608547	RAMOVS	ANTON	1000000
00767	1608803	Paulin	Andrej	0100000
00768	1609059	SIRCA	FRANC	1000000
00769	1609315	CUCEK	IVAN	1000000
00770	1609571	Rojc	Branko Janez	0100000
00772	1609827	ROTAR	JOZE	1000000
00773	1610083	KERZAN	EMIL	1000000
00774	1610339	MRAVLJE	DUSAN	0100000
00775	1610595	EBERL	EMIL	0100000
00777	1611107	KOSAK	KARL	1000000
00779	1611363	Strancar	Ales	0101000
00780	1611619	BAVDAZ	JURIJ	1000000
00781	1611875	Bozic	Borut	1010000
00783	1612131	Simoncic	Marjan	0000100
00785	39993955	Jelaska	Miroslav	0100000
00786	1612387	DEKLEVA	JANEZ	0100000
00787	1612643	Hanzel	Slavko	0100000
00788	1612899	Salobir	Bostjan	0010000
00789	1613155	Premru-Srsen	Tanja	0010000
00790	1613411	GORJUP	JOZE	1000000
00791	1613667	Kokot	Vinko	0100000
00793	1613923	Cajhen	Rafael	0100000
00794	1614179	VERC	EVGEN	1000000
00795	1614435	Dedek	Franciska	0000100
00796	1614691	SALOBIR	DALIBOR	1000000
00797	1614947	Klinc	Tomaz	1000000
00798	1615203	ZUPANCIC	JOZE	1000000
00799	1615459	Sluga	Alojzij	0100000
00800	1615715	Grabec	Igor	0100000
